gauge_id,latitude,longitude,timestamp,name,obsTrend,waterLevelChange_feet,rfc_name,state_abbreviation,state_name,status_observed_floodCategory,status_observed_primary,status_observed_primaryUnit,status_observed_secondary,status_observed_secondaryUnit,wfo_abbreviation,wfo_name
ROEG1,34.23222222,-85.11694444,8/12/2025 10:00 AM,Etowah River at GA 1 Loop near Rome,Rising,0.05,Southeast River Forecast Center,GA,Georgia,no_flooding,13.1,ft,0.807,kcfs,FFC,Peachtree City
YADN7,35.85667,-80.38694,8/12/2025 10:00 AM,Yadkin River at Yadkin College,Rising,0.17,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.78,ft,1.98,kcfs,RAH,Raleigh
CATG1,34.60361111,-84.69555556,8/12/2025 10:00 AM,Coosawattee River at Carters,Rising,0.04,Southeast River Forecast Center,GA,Georgia,no_flooding,4.78,ft,0.595,kcfs,FFC,Peachtree City
CCKV2,36.64583333,-80.91944444,8/12/2025 10:00 AM,Chestnut Creek at Galax,No change,0,Ohio River Forecast Center,VA,Virginia,no_flooding,1.64,ft,0.0671,kcfs,RNK,Blacksburg
CHAG1,33.81694444,-84.48,8/12/2025 10:00 AM,Chattahoochee River at GA 280 near Atlanta,Falling,-0.19,Southeast River Forecast Center,GA,Georgia,no_flooding,6.23,ft,2.25,kcfs,FFC,Peachtree City
CRLT1,36.168,-83.5041,8/12/2025 10:00 AM,Holston River below Cherokee Dam,Rising,0.05,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,926.14,ft,-999,kcfs,MRX,Morristown
CSFS1,34.63194444,-80.18138889,8/12/2025 10:00 AM,Black Creek (SC) below Chesterfield,Falling,-0.03,Southeast River Forecast Center,SC,South Carolina,no_flooding,7.37,ft,-999,kcfs,CAE,West Columbia
EFFS1,34.05138889,-79.75416667,8/12/2025 10:00 AM,Lynches River at Effingham,Falling,-0.01,Southeast River Forecast Center,SC,South Carolina,no_flooding,8.09,ft,1.42,kcfs,ILM,Wilmington
GILS1,33.98944444,-80.97444444,8/12/2025 10:00 AM,Gills Creek at Columbia,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,1.59,ft,0.0288,kcfs,CAE,West Columbia
NEPT1,35.96055556,-83.17444444,8/12/2025 10:00 AM,Pigeon River at Newport,Falling,-0.34,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,3.72,ft,1.02,kcfs,MRX,Morristown
SDRV2,36.61944444,-79.50444444,8/12/2025 10:00 AM,Sandy River near Danville,Rising,0.01,Southeast River Forecast Center,VA,Virginia,no_flooding,1.26,ft,0.0434,kcfs,RNK,Blacksburg
SFMG1,33.66611111,-84.22472222,8/12/2025 10:00 AM,South River at Flakes Mill Road near Snapfinger,Falling,-0.02,Southeast River Forecast Center,GA,Georgia,no_flooding,2.5,ft,0.0579,kcfs,FFC,Peachtree City
TOMN7,34.75472222,-78.28916667,8/12/2025 10:00 AM,Black River near Tomahawk,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,9.85,ft,1.74,kcfs,RAH,Raleigh
WLBK2,36.74333333,-84.15611111,8/12/2025 10:00 AM,Cumberland River at Williamsburg,No change,0,Ohio River Forecast Center,KY,Kentucky,no_flooding,3.39,ft,0.537,kcfs,JKL,Jackson
WSSN7,35.757912,-78.623826,8/12/2025 10:00 AM,Walnut Creek (NC) at S. State St.,Falling,-0.06,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.66,ft,-999,kcfs,RAH,Raleigh
YNHG1,34.67972222,-83.33,8/12/2025 10:00 AM,Tugalo River at YONAH DAM,Falling,-0.18,Southeast River Forecast Center,GA,Georgia,no_flooding,743.25,ft,-999,kcfs,GSP,Greer
CCKS1,33.81611111,-80.8275,8/12/2025 10:00 AM,Cedar Creek (Richland County) at Congaree NP Near Gadsden SC,Falling,-0.04,Southeast River Forecast Center,SC,South Carolina,no_flooding,7.02,ft,-999,kcfs,CAE,West Columbia
CRBN7,35.81111111,-78.61194444,8/12/2025 10:00 AM,Crabtree Creek at Capitol Blvd (US Rt 1),Falling,-0.07,Southeast River Forecast Center,NC,North Carolina,no_flooding,5.71,ft,1.2,kcfs,RAH,Raleigh
CTVG1,34.14277778,-84.83916667,8/12/2025 10:00 AM,Etowah River at GA 61 near Cartersville,Falling,-0.03,Southeast River Forecast Center,GA,Georgia,no_flooding,4.97,ft,0.456,kcfs,FFC,Peachtree City
DGTT1,35.957778,-83.546389,8/12/2025 10:00 AM,French Broad River below Douglas Dam,Falling,-0.69,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,868.82,ft,-999,kcfs,MRX,Morristown
EZBT1,36.3559188,-82.2235467,8/12/2025 10:00 AM,Watauga River at Elizabethton,Falling,-0.03,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,2.98,ft,0.378,kcfs,MRX,Morristown
LABN7,35.42055556,-81.26527778,8/12/2025 10:00 AM,South Fork Catawba River near Laboratory,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.01,ft,0.594,kcfs,GSP,Greer
NNRS1,35.03166667,-81.49361111,8/12/2025 10:00 AM,Broad River in NC/SC at Ninety Nine Islands Dam,Falling,-0.21,Southeast River Forecast Center,SC,South Carolina,no_flooding,102.22,ft,-999,kcfs,GSP,Greer
OKRN7,36.17277778,-79.95333333,8/12/2025 10:00 AM,Reedy Creek at NC2128 Nr Oak Ridge,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,4.18,ft,0.0436,kcfs,RAH,Raleigh
SEET1,35.58138889,-84.74805556,8/12/2025 10:00 AM,Sewee Creek at Decatur 5NE,No change,0,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,0.29,ft,0.0877,kcfs,MRX,Morristown
WBTT1,35.608889,-84.778056,8/12/2025 10:00 AM,Tennessee River below Watts Bar Dam,Rising,0.1,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,682.66,ft,-999,kcfs,MRX,Morristown
WCCS1,34.88927778,-81.0686944,8/12/2025 10:00 AM,Wildcat Creek below Rock Hill,Rising,0.35,Southeast River Forecast Center,SC,South Carolina,no_flooding,4.32,ft,0.23,kcfs,GSP,Greer
WLSS1,34.61472222,-82.44416667,8/12/2025 10:00 AM,Saluda River near WILLIAMSTON,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,4.58,ft,0.663,kcfs,GSP,Greer
WLVT1,35.7697,-83.6542,8/12/2025 10:00 AM,Waldens Creek 6WSW Pigeon Forge (Little Valley),No change,0,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,1.03,ft,-999,kcfs,MRX,Morristown
BGSN7,34.71027778,-78.83638889,8/12/2025 10:00 AM,Big Swamp near Tarheel,Rising,0.03,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.98,ft,0.058,kcfs,ILM,Wilmington
BHCG1,33.66138889,-83.92777778,8/12/2025 10:00 AM,Big Haynes Creek at Bald Rock Road near Milstead,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,0.88,ft,-999,kcfs,FFC,Peachtree City
DACG1,34.01027778,-83.89416667,8/12/2025 10:00 AM,Apalachee River near Fence Road near Dacula,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,0.41,ft,0.0017,kcfs,FFC,Peachtree City
ETWG1,34.16305556,-84.74111111,8/12/2025 10:00 AM,Etowah River at Allatoona Dam above Cartersville,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.26,ft,0.32,kcfs,FFC,Peachtree City
LOGG1,33.82138889,-83.9425,8/12/2025 10:00 AM,Brushy Fork Creek at Beaver Road near Loganville,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1.43,ft,0.0018,kcfs,FFC,Peachtree City
LSRS1,34.04444444,-81.69722222,8/12/2025 10:00 AM,Little Saluda River near Saluda,Rising,0.34,Southeast River Forecast Center,SC,South Carolina,no_flooding,11.56,ft,-999,kcfs,CAE,West Columbia
MHTT1,35.887222,-84.323333,8/12/2025 10:00 AM,Clinch River below Melton Hill Dam,Falling,-0.09,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,740.8,ft,-999,kcfs,MRX,Morristown
PNFG1,33.72111111,-83.29555556,8/12/2025 10:00 AM,Oconee River near Penfield,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,5.19,ft,1.02,kcfs,FFC,Peachtree City
SIMS1,34.65277778,-82.29777778,8/12/2025 10:00 AM,Reedy River near Highway 418,Falling,-0.22,Southeast River Forecast Center,SC,South Carolina,no_flooding,6.19,ft,0.261,kcfs,GSP,Greer
STPN7,34.83472222,-78.82416667,8/12/2025 10:00 AM,Cape Fear River at W.O. Huske Lock,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,38.14,ft,10.8,kcfs,ILM,Wilmington
ALTS1,34.24305556,-81.31972222,8/12/2025 10:00 AM,Broad River in NC/SC at Alston,Falling,-0.04,Southeast River Forecast Center,SC,South Carolina,no_flooding,4.52,ft,3.3,kcfs,CAE,West Columbia
BRMN7,35.7811,-78.77716,8/12/2025 10:00 AM,Walnut Creek (NC) at Byrum St in Cary,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.99,ft,-999,kcfs,RAH,Raleigh
CMDS1,34.24444444,-80.65416667,8/12/2025 10:00 AM,Wateree River near Camden,Rising,0.12,Southeast River Forecast Center,SC,South Carolina,no_flooding,13.65,ft,9.29,kcfs,CAE,West Columbia
CYNG1,34.81388889,-83.30611111,8/12/2025 10:00 AM,Chattooga River at Hwy 76,Rising,0.02,Southeast River Forecast Center,GA,Georgia,no_flooding,1.65,ft,0.434,kcfs,GSP,Greer
DICG1,34.07138889,-84.13027778,8/12/2025 10:00 AM,Dick Creek at Old Atlanta Road near Suwanee,Falling,-0.02,Southeast River Forecast Center,GA,Georgia,no_flooding,5.81,ft,0.411,kcfs,FFC,Peachtree City
DWLG1,34.3794444,-84.0647,8/12/2025 10:00 AM,Etowah River  0.2 mi downstream GA 53 near Dawsonville,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,3.89,ft,-999,kcfs,FFC,Peachtree City
DWSG1,34.35805556,-84.11333333,8/12/2025 10:00 AM,Etowah River at GA 9 near Dawsonville,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,3.93,ft,0.147,kcfs,FFC,Peachtree City
EMCS1,34.645,-82.80055556,8/12/2025 10:00 AM,Eighteen Mile Creek below Pendleton,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,4.4,ft,-999,kcfs,GSP,Greer
ETNG1,34.8275,-84.8509722,8/12/2025 10:00 AM,Conasauga River at GA 286 near Eton,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,2.6,ft,0.108,kcfs,FFC,Peachtree City
HDCG1,34.70083333,-83.72944444,8/12/2025 10:00 AM,Chattahoochee River at Helen,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,0.66,ft,0.0712,kcfs,FFC,Peachtree City
HLCG1,34.265,-84.47388889,8/12/2025 10:00 AM,Hickory Log Creek near Canton,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,0.86,ft,-999,kcfs,FFC,Peachtree City
IRMS1,34.05194444,-81.22083333,8/12/2025 10:00 AM,Saluda River at Lake Murray Dam near Irmo,Rising,0.02,Southeast River Forecast Center,SC,South Carolina,no_flooding,358.7,ft,-999,kcfs,CAE,West Columbia
MARN7,35.786389,-82.660833,8/12/2025 10:00 AM,"French Broad River above Rollins Rd, 1 SE Marshall",No change,0,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,2.14,ft,1.72,kcfs,GSP,Greer
NRWN7,35.156944,-80.165556,8/12/2025 10:00 AM,Rocky River NC near Norwood,Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,11.27,ft,7.98,kcfs,RAH,Raleigh
SMAG1,33.89361111,-84.45777778,8/12/2025 10:00 AM,Rottenwood Creek at Interstate North Parkway near Smyrna,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,2.4,ft,0.0168,kcfs,FFC,Peachtree City
TAPN7,35.43833333,-83.91888889,8/12/2025 10:00 AM,Cheoah river near Tapoco,No change,0,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,2.83,ft,0.151,kcfs,GSP,Greer
WRLS1,34.39138889,-82.13944444,8/12/2025 10:00 AM,Reedy River above Waterloo,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,4.83,ft,0.213,kcfs,GSP,Greer
ASTG1,33.72105556,-84.6149167,8/12/2025 10:00 AM,Sweetwater Creek below Austell,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.11,ft,0.0558,kcfs,FFC,Peachtree City
BRTG1,34.35222222,-84.20638889,8/12/2025 10:00 AM,Etowah River at Kelly Bridge Road near Matt,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.47,ft,-999,kcfs,FFC,Peachtree City
BTCG1,34.01694444,-84.64333333,8/12/2025 10:00 AM,Butler Creek at Mack Dobbs Road near Kennesaw,Falling,-0.02,Southeast River Forecast Center,GA,Georgia,no_flooding,2.31,ft,0,kcfs,FFC,Peachtree City
ENNN7,36.13194444,-80.44416667,8/12/2025 10:00 AM,Yadkin River at Enon,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.16,ft,1.32,kcfs,RAH,Raleigh
NOCG1,33.96972222,-83.3775,8/12/2025 10:00 AM,North Oconee River at College Street at Athens,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,4.83,ft,0.218,kcfs,FFC,Peachtree City
NRTT1,36.220833,-84.090278,8/12/2025 10:00 AM,Clinch River below Norris Dam,Rising,0.06,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,827.1,ft,-999,kcfs,MRX,Morristown
OTKG1,34.49555556,-84.96527778,8/12/2025 10:00 AM,Oothkalooga Creek at GA 53 Spur at Calhoun,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,7.14,ft,0.025,kcfs,FFC,Peachtree City
PING1,34.57638889,-84.86027778,8/12/2025 10:00 AM,Coosawattee River at Pine Chapel Road near Resaca,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,2.14,ft,-999,kcfs,FFC,Peachtree City
TLUG1,34.73888889,-83.39555556,8/12/2025 10:00 AM,Tallulah River at TALLULAH FALLS DAM,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1499.08,ft,-999,kcfs,GSP,Greer
WHMS1,34.50916667,-81.59833333,8/12/2025 10:00 AM,Enoree River at Whitmire,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,17.84,ft,0.917,kcfs,CAE,West Columbia
WLLN7,35.85972222,-77.04027778,8/12/2025 10:00 AM,Roanoke River at Williamston,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,5.6,ft,3.7,kcfs,MHX,Newport
BIGG1,33.81527778,-83.99013889,8/12/2025 10:00 AM,Big Haynes Creek at Lenora Road near Snellville,Falling,-0.02,Southeast River Forecast Center,GA,Georgia,no_flooding,3.05,ft,0.015,kcfs,FFC,Peachtree City
BLAS1,35.137628,-81.597906,8/12/2025 10:00 AM,"Broad River at Gaston Shoals Reservoir/Gaston Shoals Dam, 5 WNW Blacksburg",Falling,-0.2,Southeast River Forecast Center,SC,South Carolina,no_flooding,97.81,ft,-999,kcfs,GSP,Greer
CRCT1,36.37972222,-83.04666667,8/12/2025 10:00 AM,Crockett Creek below Rogersville,Falling,-0.01,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,0.59,ft,0.0006,kcfs,MRX,Morristown
DLBG1,34.62916667,-84.91722222,8/12/2025 10:00 AM,Conasauga River at Sloan Bridge below Dalton,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,0.15,ft,-999,kcfs,FFC,Peachtree City
FONN7,35.45055556,-83.80555556,8/12/2025 10:00 AM,Little Tennessee River at FONTANA DAM TVA,Rising,0.01,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,1699.66,ft,-999,kcfs,GSP,Greer
KINS1,33.66111111,-79.83611111,8/12/2025 10:00 AM,Black River at Kingstree,Rising,0.01,Southeast River Forecast Center,SC,South Carolina,no_flooding,5.13,ft,0.31,kcfs,ILM,Wilmington
LNGS1,33.9125,-78.71527778,8/12/2025 10:00 AM,Waccamaw River at Longs,Rising,0.02,Southeast River Forecast Center,SC,South Carolina,action,11.92,ft,5.51,kcfs,ILM,Wilmington
MCKN7,35.845,-80.658889,8/12/2025 10:00 AM,"S Yadkin River below Foster Rd, 6 SW Mocksville",Rising,0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.09,ft,0.337,kcfs,GSP,Greer
MODS1,33.72916667,-82.18194444,8/12/2025 10:00 AM,Stevens Creek near Modoc,Rising,0.13,Southeast River Forecast Center,SC,South Carolina,no_flooding,3.96,ft,0.538,kcfs,CAE,West Columbia
NICS1,34.225833,-79.13444,8/12/2025 10:00 AM,Lumber River near Nichols,No change,0,Southeast River Forecast Center,SC,South Carolina,action,18.14,ft,2.62,kcfs,ILM,Wilmington
PDES1,34.20416667,-79.54861111,8/12/2025 10:00 AM,Pee Dee River at Pee Dee,Falling,-0.1,Southeast River Forecast Center,SC,South Carolina,no_flooding,10.21,ft,6.82,kcfs,ILM,Wilmington
RBDS1,34.10111111,-82.61805556,8/12/2025 10:00 AM,Russell Lake near Savannah River,Rising,0.02,Southeast River Forecast Center,SC,South Carolina,no_flooding,473.04,ft,-999,kcfs,GSP,Greer
RRDN7,36.46027778,-77.63444444,8/12/2025 10:00 AM,Roanoke River at Roanoke Rapids,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.42,ft,2.74,kcfs,RAH,Raleigh
RWLG1,33.98583333,-84.31611111,8/12/2025 10:00 AM,Chattahoochee River above Roswell,Falling,-0.16,Southeast River Forecast Center,GA,Georgia,no_flooding,4.47,ft,2.57,kcfs,FFC,Peachtree City
TERG1,34.7656,-83.41673,8/12/2025 10:00 AM,Tallulah River at MATHIS-TERRORA DAM,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1688.76,ft,-999,kcfs,GSP,Greer
WKSN7,36.1525,-81.14555556,8/12/2025 10:00 AM,Yadkin River at Wilkesboro,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.49,ft,0.696,kcfs,RNK,Blacksburg
BRDG1,34.88166667,-84.28166667,8/12/2025 10:00 AM,Toccoa River at Blue Ridge Dam,Rising,0.02,Lower Mississippi River Forecast Center,GA,Georgia,no_flooding,1682.98,ft,-999,kcfs,FFC,Peachtree City
COLS1,33.99305556,-81.05,8/12/2025 10:00 AM,Congaree River at Columbia,Falling,-0.09,Southeast River Forecast Center,SC,South Carolina,no_flooding,5.5,ft,9.88,kcfs,CAE,West Columbia
CPAT1,35.63722222,-83.49333333,8/12/2025 10:00 AM,West Prong Little Pigeon River at Chimney Picnic Area,No change,0,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,0.05,ft,-999,kcfs,MRX,Morristown
DLCG1,33.70555556,-84.2925,8/12/2025 10:00 AM,Doolittle Creek at Flat Shoals Rd near Decatur,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.06,ft,-999,kcfs,FFC,Peachtree City
ELKN7,36.24055556,-80.84916667,8/12/2025 10:00 AM,Yadkin River at Elkin,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.06,ft,0.988,kcfs,RNK,Blacksburg
FDTT1,35.7875,-84.249722,8/12/2025 10:00 AM,Tennessee River below Ft. Loudoun Dam (Lenoir City 1E),Rising,0.04,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,741.23,ft,-999,kcfs,MRX,Morristown
GRHV2,36.93944444,-80.88694444,8/12/2025 10:00 AM,Reed Creek at Grahams Forge,No change,0,Ohio River Forecast Center,VA,Virginia,no_flooding,1.59,ft,0.116,kcfs,RNK,Blacksburg
LIBS1,34.80138889,-82.74861111,8/12/2025 10:00 AM,Twelve mile creek near Liberty,Falling,-0.01,Southeast River Forecast Center,SC,South Carolina,no_flooding,2.03,ft,0.122,kcfs,GSP,Greer
NACG1,34.755,-83.50111111,8/12/2025 10:00 AM,Tallulah River at NACOOCHEE DAM,Falling,-0.13,Southeast River Forecast Center,GA,Georgia,no_flooding,1751.04,ft,-999,kcfs,GSP,Greer
PRSS1,34.87333333,-81.53166667,8/12/2025 10:00 AM,Pacolet River near Saratt,Rising,0.04,Southeast River Forecast Center,SC,South Carolina,no_flooding,12.09,ft,-999,kcfs,GSP,Greer
RNGN7,36.18333,-77.87611,8/12/2025 10:00 AM,Little Fishing Creek (NC) near Ringwood,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.43,ft,0.0397,kcfs,RAH,Raleigh
ROEG1,34.23222222,-85.11694444,8/12/2025 10:00 AM,Etowah River at GA 1 Loop near Rome,Rising,0.05,Southeast River Forecast Center,GA,Georgia,no_flooding,13.1,ft,0.807,kcfs,FFC,Peachtree City
YADN7,35.85667,-80.38694,8/12/2025 10:00 AM,Yadkin River at Yadkin College,Rising,0.17,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.78,ft,1.98,kcfs,RAH,Raleigh
CODN7,35.50388889,-80.73638889,8/12/2025 10:00 AM,Coddle Creek at SR 1612 NR DAVIDSON,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.13,ft,0.0364,kcfs,GSP,Greer
SBNV2,36.69333333,-78.90055556,8/12/2025 10:00 AM,Dan River at South Boston,No change,0,Southeast River Forecast Center,VA,Virginia,no_flooding,6.92,ft,1.33,kcfs,RNK,Blacksburg
SCON7,36.20916667,-77.38388889,8/12/2025 10:00 AM,Roanoke River near Scotland Neck,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,12.66,ft,7.36,kcfs,RAH,Raleigh
TLNG1,34.66666667,-84.92833333,8/12/2025 10:00 AM,Conasauga River at Tilton,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,2.91,ft,0.304,kcfs,FFC,Peachtree City
BGSN7,34.71027778,-78.83638889,8/12/2025 10:00 AM,Big Swamp near Tarheel,Rising,0.03,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.98,ft,0.058,kcfs,ILM,Wilmington
BHCG1,33.66138889,-83.92777778,8/12/2025 10:00 AM,Big Haynes Creek at Bald Rock Road near Milstead,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,0.88,ft,-999,kcfs,FFC,Peachtree City
CHUN7,35.9419,-79.049,8/12/2025 10:00 AM,Booker Creek at SR 1751 near Chapel Hill,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,4.59,ft,-999,kcfs,RAH,Raleigh
DACG1,34.01027778,-83.89416667,8/12/2025 10:00 AM,Apalachee River near Fence Road near Dacula,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,0.41,ft,0.0017,kcfs,FFC,Peachtree City
LOGG1,33.82138889,-83.9425,8/12/2025 10:00 AM,Brushy Fork Creek at Beaver Road near Loganville,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1.43,ft,0.0018,kcfs,FFC,Peachtree City
MHTT1,35.887222,-84.323333,8/12/2025 10:00 AM,Clinch River below Melton Hill Dam,Falling,-0.09,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,740.8,ft,-999,kcfs,MRX,Morristown
PNFG1,33.72111111,-83.29555556,8/12/2025 10:00 AM,Oconee River near Penfield,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,5.19,ft,1.02,kcfs,FFC,Peachtree City
SIMS1,34.65277778,-82.29777778,8/12/2025 10:00 AM,Reedy River near Highway 418,Falling,-0.22,Southeast River Forecast Center,SC,South Carolina,no_flooding,6.19,ft,0.261,kcfs,GSP,Greer
STPN7,34.83472222,-78.82416667,8/12/2025 10:00 AM,Cape Fear River at W.O. Huske Lock,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,38.14,ft,10.8,kcfs,ILM,Wilmington
