OID_,trackField,countryCode,sequence,longitude,latitude
9733,LY,20,733,16.06472755,36.56914053
10733,GR,21,733,26.74843098,41.5587599
11733,EG,22,733,34.31990726,34.01029769
12733,GE,23,733,47.80699484,45.07775485
13733,KW,24,733,50.90285678,33.25614587
14733,TM,25,733,61.44064951,41.49909725
15733,UZ,26,733,72.32523172,44.67592898
16733,RU,27,733,74.42258487,53.92693807
17733,YE,28,733,47.23353778,19.75009882
18733,MU,29,733,61.71928766,27.80221641
19733,PK,30,733,76.10771284,35.25660736
734,UK,11,734,-3.19032314,56.00114812
1734,NO,12,734,13.84249562,62.11960688
2734,FI,13,734,27.95992169,62.39815439
3734,ES,14,734,-0.65906287,43.81072682
4734,FR,15,734,5.40239753,51.76849858
5734,DE,16,734,16.4268074,55.23555357
6734,BY,17,734,30.64393387,56.50782739
7734,IT,18,734,15.55270966,45.22351973
8734,MD,19,734,31.91005247,49.92052444
9734,LY,20,734,16.0935418,36.5538269
10734,GR,21,734,26.77724523,41.54449218
11734,EG,22,734,34.34872151,33.99449225
12734,GE,23,734,47.83580909,45.06429033
13734,KW,24,734,50.93167102,33.24020144
14734,TM,25,734,61.46946376,41.48481637
15734,UZ,26,734,72.35404597,44.66237012
16734,RU,27,734,74.45139912,53.91571057
17734,YE,28,734,47.26235203,19.73215397
18734,MU,29,734,61.7481019,27.78535059
19734,PK,30,734,76.13652709,35.24103757
735,UK,11,735,-3.16162913,55.99038481
1735,NO,12,735,13.87118962,62.11060566
2735,FI,13,735,27.9886157,62.38923599
3735,ES,14,735,-0.63036886,43.79683681
4735,FR,15,735,5.43109154,51.7565869
5735,DE,16,735,16.4555014,55.224578
6735,BY,17,735,30.67262788,56.4972056
7735,IT,18,735,15.58140367,45.20996244
8735,MD,19,735,31.93874647,49.90813142
9735,LY,20,735,16.1222358,36.53836521
10735,GR,21,735,26.80593923,41.5300862
11735,EG,22,735,34.37741552,33.97853419
12735,GE,23,735,47.86450309,45.05069513
13735,KW,24,735,50.96036503,33.22410312
14735,TM,25,735,61.49815777,41.47039711
15735,UZ,26,735,72.38273998,44.64867968
16735,RU,27,735,74.48009312,53.90437372
17735,YE,28,735,47.29104604,19.71403719
18735,MU,29,735,61.77679591,27.76832246
19735,PK,30,735,76.16522109,35.22531736
736,UK,11,736,-3.13305649,55.97951793
1736,NO,12,736,13.89976226,62.10151767
2736,FI,13,736,28.01718834,62.38023161
3736,ES,14,736,-0.60179622,43.78281382
4736,FR,15,736,5.45966418,51.7445608
5736,DE,16,736,16.48407404,55.21349687
6736,BY,17,736,30.70120052,56.4864816
7736,IT,18,736,15.60997631,45.19627527
8736,MD,19,736,31.96731911,49.89561943
9736,LY,20,736,16.15080844,36.522756
10736,GR,21,736,26.83451187,41.51554244
11736,EG,22,736,34.40598816,33.96242406
12736,GE,23,736,47.89307573,45.03696969
13736,KW,24,736,50.98893767,33.20785147
14736,TM,25,736,61.52673041,41.45583993
15736,UZ,26,736,72.41131262,44.63485811
16736,RU,27,736,74.50866576,53.89292787
17736,YE,28,736,47.31961868,19.69574915
18736,MU,29,736,61.80536855,27.75113261
19736,PK,30,736,76.19379373,35.20944725
737,UK,11,737,-3.10460635,55.96854785
1737,NO,12,737,13.92821241,62.0923432
2737,FI,13,737,28.04563848,62.37114154
3737,ES,14,737,-0.57334608,43.7686583
4737,FR,15,737,5.48811432,51.73242066
5737,DE,16,737,16.51252419,55.20231051
6737,BY,17,737,30.72965066,56.47565574
7737,IT,18,737,15.63842645,45.18245866
8737,MD,19,737,31.99576926,49.88298889
9737,LY,20,737,16.17925859,36.50699979
10737,GR,21,737,26.86296202,41.50086137
11737,EG,22,737,34.4344383,33.94616243
12737,GE,23,737,47.92152588,45.02311446
13737,KW,24,737,51.01738782,33.19144702
14737,TM,25,737,61.55518055,41.44114533
15737,UZ,26,737,72.43976277,44.62090588
16737,RU,27,737,74.53711591,53.8813734
17737,YE,28,737,47.34806882,19.6772905
18737,MU,29,737,61.8338187,27.73378163
19737,PK,30,737,76.22224388,35.19342778
738,UK,11,738,-3.07627982,55.95747491
1738,NO,12,738,13.95653894,62.08308252
2738,FI,13,738,28.07396501,62.36196604
3738,ES,14,738,-0.54501955,43.75437073
4738,FR,15,738,5.51644085,51.72016687
5738,DE,16,738,16.54085072,55.1910193
6738,BY,17,738,30.75797719,56.46472834
7738,IT,18,738,15.66675298,45.16851307
8738,MD,19,738,32.02409579,49.87024019
9738,LY,20,738,16.20758512,36.49109711
10738,GR,21,738,26.89128855,41.48604349
11738,EG,22,738,34.46276483,33.92974984
12738,GE,23,738,47.94985241,45.0091299
13738,KW,24,738,51.04571435,33.17489036
14738,TM,25,738,61.58350708,41.42631379
15738,UZ,26,738,72.4680893,44.60682342
16738,RU,27,738,74.56544244,53.86971067
17738,YE,28,738,47.37639535,19.65866192
18738,MU,29,738,61.86214523,27.71627015
19738,PK,30,738,76.25057041,35.17725951
739,UK,11,739,-3.04807802,55.94629945
1739,NO,12,739,13.98474074,62.07373593
2739,FI,13,739,28.10216681,62.35270542
3739,ES,14,739,-0.51681775,43.73995156
4739,FR,15,739,5.54464265,51.70779982
5739,DE,16,739,16.56905252,55.17962358
6739,BY,17,739,30.78617899,56.45369975
7739,IT,18,739,15.69495478,45.15443895
8739,MD,19,739,32.05229759,49.85737376
9739,LY,20,739,16.23578692,36.47504851
10739,GR,21,739,26.91949035,41.47108928
11739,EG,22,739,34.49096663,33.91318685
12739,GE,23,739,47.97805421,44.99501646
13739,KW,24,739,51.07391614,33.15818205
14739,TM,25,739,61.61170888,41.41134581
15739,UZ,26,739,72.49629109,44.59261121
16739,RU,27,739,74.59364424,53.85794005
17739,YE,28,739,47.40459715,19.63986409
18739,MU,29,739,61.89034702,27.69859878
19739,PK,30,739,76.27877221,35.16094299
740,UK,11,740,-3.02000206,55.93502183
1740,NO,12,740,14.01281669,62.06430372
2740,FI,13,740,28.13024277,62.34335996
3740,ES,14,740,-0.48874179,43.72540127
4740,FR,15,740,5.57271861,51.6953199
5740,DE,16,740,16.59712847,55.16812371
6740,BY,17,740,30.81425495,56.44257033
7740,IT,18,740,15.72303074,45.14023677
8740,MD,19,740,32.08037354,49.84438999
9740,LY,20,740,16.26386287,36.45885453
10740,GR,21,740,26.9475663,41.45599925
11740,EG,22,740,34.51904259,33.89647403
12740,GE,23,740,48.00613016,44.98077461
13740,KW,24,740,51.1019921,33.14132266
14740,TM,25,740,61.63978483,41.39624188
15740,UZ,26,740,72.52436705,44.57826972
16740,RU,27,740,74.62172019,53.84606191
17740,YE,28,740,47.43267311,19.62089768
18740,MU,29,740,61.91842298,27.68076813
19740,PK,30,740,76.30684816,35.14447876
741,UK,11,741,-2.99205306,55.92364241
1741,NO,12,741,14.0407657,62.05478617
2741,FI,13,741,28.15819177,62.33392994
3741,ES,14,741,-0.46079279,43.71072036
4741,FR,15,741,5.60066761,51.68272753
5741,DE,16,741,16.62507748,55.15652007
6741,BY,17,741,30.84220395,56.43134043
7741,IT,18,741,15.75097974,45.125907
8741,MD,19,741,32.10832255,49.83128932
9741,LY,20,741,16.29181188,36.44251571
10741,GR,21,741,26.97551531,41.44077389
11741,EG,22,741,34.54699159,33.87961196
12741,GE,23,741,48.03407917,44.96640481
13741,KW,24,741,51.12994111,33.12431278
14741,TM,25,741,61.66773384,41.38100251
15741,UZ,26,741,72.55231605,44.56379941
16741,RU,27,741,74.6496692,53.83407664
17741,YE,28,741,47.46062211,19.6017634
18741,MU,29,741,61.94637199,27.66277884
19741,PK,30,741,76.33479717,35.12786739
742,UK,11,742,-2.9642321,55.91216154
1742,NO,12,742,14.06858665,62.0451836
2742,FI,13,742,28.18601273,62.32441567
3742,ES,14,742,-0.43297183,43.6959093
4742,FR,15,742,5.62848857,51.6700231
5742,DE,16,742,16.65289844,55.14481302
6742,BY,17,742,30.87002491,56.42001039
7742,IT,18,742,15.7788007,45.11145009
8742,MD,19,742,32.1361435,49.81807216
9742,LY,20,742,16.31963284,36.42603262
10742,GR,21,742,27.00333627,41.42541372
11742,EG,22,742,34.57481255,33.86260122
12742,GE,23,742,48.06190013,44.95190755
13742,KW,24,742,51.15776206,33.10715298
14742,TM,25,742,61.6955548,41.36562821
15742,UZ,26,742,72.58013701,44.54920077
16742,RU,27,742,74.67749016,53.82198462
17742,YE,28,742,47.48844307,19.58246193
18742,MU,29,742,61.97419294,27.64463153
19742,PK,30,742,76.36261813,35.11110945
743,UK,11,743,-2.93654029,55.90057961
1743,NO,12,743,14.09627847,62.0354963
2743,FI,13,743,28.21370454,62.31481743
3743,ES,14,743,-0.40528002,43.68096857
4743,FR,15,743,5.65618038,51.65720702
5743,DE,16,743,16.68059025,55.13300294
6743,BY,17,743,30.89771672,56.40858059
7743,IT,18,743,15.80649251,45.09686654
8743,MD,19,743,32.16383532,49.80473895
9743,LY,20,743,16.34732465,36.40940582
10743,GR,21,743,27.03102808,41.40991925
11743,EG,22,743,34.60250436,33.84544239
12743,GE,23,743,48.08959194,44.93728329
13743,KW,24,743,51.18545387,33.08984386
14743,TM,25,743,61.72324661,41.35011948
15743,UZ,26,743,72.60782882,44.53447427
16743,RU,27,743,74.70518197,53.80978624
17743,YE,28,743,47.51613488,19.56299398
18743,MU,29,743,62.00188475,27.62632685
19743,PK,30,743,76.39030994,35.09420551
744,UK,11,744,-2.90897872,55.88889696
1744,NO,12,744,14.12384004,62.02572456
2744,FI,13,744,28.24126611,62.30513554
3744,ES,14,744,-0.37771845,43.66589869
4744,FR,15,744,5.68374195,51.64427971
5744,DE,16,744,16.70815182,55.1210902
6744,BY,17,744,30.92527829,56.39705139
7744,IT,18,744,15.83405408,45.08215682
8744,MD,19,744,32.19139689,49.79129012
9744,LY,20,744,16.37488622,36.39263586
10744,GR,21,744,27.05858965,41.394291
11744,EG,22,744,34.63006593,33.82813605
12744,GE,23,744,48.11715351,44.92253252
13744,KW,24,744,51.21301545,33.07238602
14744,TM,25,744,61.75080818,41.33447685
15744,UZ,26,744,72.63539039,44.51962041
16744,RU,27,744,74.73274354,53.79748188
17744,YE,28,744,47.54369645,19.54336026
18744,MU,29,744,62.02944633,27.60786545
19744,PK,30,744,76.41787151,35.07715615
745,UK,11,745,-2.88154847,55.87711398
1745,NO,12,745,14.15127029,62.0158687
2745,FI,13,745,28.26869636,62.29537029
3745,ES,14,745,-0.3502882,43.65070014
4745,FR,15,745,5.7111722,51.63124158
5745,DE,16,745,16.73558207,55.10907518
6745,BY,17,745,30.95270854,56.38542314
7745,IT,18,745,15.86148433,45.06732141
8745,MD,19,745,32.21882714,49.7777261
9745,LY,20,745,16.40231647,36.37572333
10745,GR,21,745,27.0860199,41.37852948
11745,EG,22,745,34.65749618,33.81068281
12745,GE,23,745,48.14458376,44.90765573
13745,KW,24,745,51.2404457,33.05478006
14745,TM,25,745,61.77823843,41.31870084
15745,UZ,26,745,72.66282064,44.50463966
16745,RU,27,745,74.76017379,53.78507194
17745,YE,28,745,47.5711267,19.52356148
18745,MU,29,745,62.05687658,27.58924797
19745,PK,30,745,76.44530176,35.05996196
746,UK,11,746,-2.85425062,55.86523104
1746,NO,12,746,14.17856813,62.00592903
2746,FI,13,746,28.29599421,62.28552198
3746,ES,14,746,-0.32299035,43.63537344
4746,FR,15,746,5.73847005,51.61809305
5746,DE,16,746,16.76287992,55.09695826
6746,BY,17,746,30.98000639,56.37369623
7746,IT,18,746,15.88878218,45.05236081
8746,MD,19,746,32.24612498,49.76404734
9746,LY,20,746,16.42961432,36.3586688
10746,GR,21,746,27.11331775,41.36263522
11746,EG,22,746,34.68479403,33.79308327
12746,GE,23,746,48.1718816,44.8926534
13746,KW,24,746,51.26774354,33.03702659
14746,TM,25,746,61.80553628,41.30279197
15746,UZ,26,746,72.69011849,44.48953254
16746,RU,27,746,74.78747164,53.77255682
17746,YE,28,746,47.59842455,19.50359837
18746,MU,29,746,62.08417442,27.57047507
19746,PK,30,746,76.47259961,35.04262351
747,UK,11,747,-2.82708625,55.85324852
1747,NO,12,747,14.2057325,61.99590586
2747,FI,13,747,28.32315858,62.27559094
3747,ES,14,747,-0.29582598,43.61991908
4747,FR,15,747,5.76563442,51.60483456
5747,DE,16,747,16.79004428,55.08473984
6747,BY,17,747,31.00717076,56.36187102
7747,IT,18,747,15.91594655,45.03727551
8747,MD,19,747,32.27328935,49.75025427
9747,LY,20,747,16.45677868,36.34147284
10747,GR,21,747,27.14048211,41.34660877
11747,EG,22,747,34.7119584,33.77533802
12747,GE,23,747,48.19904597,44.87752604
13747,KW,24,747,51.29490791,33.01912622
14747,TM,25,747,61.83270064,41.28675079
15747,UZ,26,747,72.71728286,44.47429953
16747,RU,27,747,74.814636,53.75993692
17747,YE,28,747,47.62558892,19.48347166
18747,MU,29,747,62.11133879,27.55154741
19747,PK,30,747,76.49976397,35.02514142
748,UK,11,748,-2.80005644,55.8411668
1748,NO,12,748,14.23276232,61.9857995
2748,FI,13,748,28.35018839,62.26557746
3748,ES,14,748,-0.26879617,43.60433759
4748,FR,15,748,5.79266423,51.59146652
5748,DE,16,748,16.8170741,55.0724203
6748,BY,17,748,31.03420057,56.3499479
7748,IT,18,748,15.94297636,45.02206601
8748,MD,19,748,32.30031917,49.73634735
9748,LY,20,748,16.4838085,36.32413605
10748,GR,21,748,27.16751193,41.33045065
11748,EG,22,748,34.73898821,33.75744769
12748,GE,23,748,48.22607579,44.86227414
13748,KW,24,748,51.32193773,33.00107956
14748,TM,25,748,61.85973046,41.27057782
15748,UZ,26,748,72.74431268,44.45894115
16748,RU,27,748,74.84166582,53.74721265
17748,YE,28,748,47.65261873,19.46318208
18748,MU,29,748,62.13836861,27.53246567
19748,PK,30,748,76.52679379,35.00751627
749,UK,11,749,-2.77316223,55.82898627
1749,NO,12,749,14.25965652,61.97561028
2749,FI,13,749,28.3770826,62.25548187
3749,ES,14,749,-0.24190196,43.58862947
4749,FR,15,749,5.81955843,51.57798938
5749,DE,16,749,16.8439683,55.06000004
6749,BY,17,749,31.06109478,56.33792723
7749,IT,18,749,15.96987057,45.00673281
8749,MD,19,749,32.32721337,49.72232704
9749,LY,20,749,16.5107027,36.30665903
10749,GR,21,749,27.19440613,41.3141614
11749,EG,22,749,34.76588242,33.7394129
12749,GE,23,749,48.25296999,44.84689821
13749,KW,24,749,51.34883193,32.98288726
14749,TM,25,749,61.88662466,41.25427362
15749,UZ,26,749,72.77120688,44.44345789
16749,RU,27,749,74.86856002,53.73438441
17749,YE,28,749,47.67951294,19.44273037
18749,MU,29,749,62.16526281,27.51323052
19749,PK,30,749,76.55368799,34.98974867
750,UK,11,750,-2.74640471,55.81670732
1750,NO,12,750,14.28641405,61.96533851
2750,FI,13,750,28.40384012,62.24530449
3750,ES,14,750,-0.21514444,43.57279527
4750,FR,15,750,5.84631596,51.56440356
5750,DE,16,750,16.87072583,55.04747946
6750,BY,17,750,31.0878523,56.32580942
7750,IT,18,750,15.99662809,44.99127642
8750,MD,19,750,32.3539709,49.70819379
9750,LY,20,750,16.53746023,36.28904236
10750,GR,21,750,27.22116366,41.29774158
11750,EG,22,750,34.79263994,33.72123425
12750,GE,23,750,48.27972752,44.83139876
13750,KW,24,750,51.37558946,32.96454992
14750,TM,25,750,61.91338219,41.23783872
15750,UZ,26,750,72.79796441,44.42785029
16750,RU,27,750,74.89531755,53.72145262
17750,YE,28,750,47.70627046,19.42211728
18750,MU,29,750,62.19202034,27.49384263
19750,PK,30,750,76.58044552,34.97183923
751,UK,11,751,-2.71978491,55.80433034
1751,NO,12,751,14.31303385,61.95498451
2751,FI,13,751,28.43045992,62.23504562
3751,ES,14,751,-0.18852464,43.5568355
4751,FR,15,751,5.87293576,51.55070952
5751,DE,16,751,16.89734563,55.03485896
6751,BY,17,751,31.1144721,56.31359484
7751,IT,18,751,16.02324789,44.97569736
8751,MD,19,751,32.3805907,49.69394805
9751,LY,20,751,16.56408003,36.27128665
10751,GR,21,751,27.24778346,41.28119173
11751,EG,22,751,34.81925974,33.70291239
12751,GE,23,751,48.30634732,44.81577631
13751,KW,24,751,51.40220926,32.9460682
14751,TM,25,751,61.94000199,41.22127369
15751,UZ,26,751,72.8245842,44.41211885
16751,RU,27,751,74.92193735,53.7084177
17751,YE,28,751,47.73289026,19.40134357
18751,MU,29,751,62.21864014,27.4743027
19751,PK,30,751,76.60706532,34.95378858
752,UK,11,752,-2.69330388,55.79185573
1752,NO,12,752,14.33951487,61.94454862
2752,FI,13,752,28.45694095,62.22470561
3752,ES,14,752,-0.16204361,43.54075069
4752,FR,15,752,5.89941678,51.53690769
5752,DE,16,752,16.92382665,55.02213895
6752,BY,17,752,31.14095313,56.30128389
7752,IT,18,752,16.04972892,44.95999614
8752,MD,19,752,32.40707172,49.67959031
9752,LY,20,752,16.59056105,36.25339251
10752,GR,21,752,27.27426448,41.26451241
11752,EG,22,752,34.84574077,33.68444795
12752,GE,23,752,48.33282834,44.80003137
13752,KW,24,752,51.42869028,32.92744273
14752,TM,25,752,61.96648301,41.20457907
15752,UZ,26,752,72.85106523,44.3962641
16752,RU,27,752,74.94841837,53.69528006
17752,YE,28,752,47.75937128,19.38040999
18752,MU,29,752,62.24512116,27.45461142
19752,PK,30,752,76.63354634,34.93559732
753,UK,11,753,-2.66696268,55.77928389
1753,NO,12,753,14.36585607,61.93403116
2753,FI,13,753,28.48328215,62.21428476
3753,ES,14,753,-0.13570241,43.52454139
4753,FR,15,753,5.92575799,51.52299852
5753,DE,16,753,16.95016785,55.00931984
6753,BY,17,753,31.16729433,56.28887697
7753,IT,18,753,16.07607012,44.94417328
8753,MD,19,753,32.43341292,49.66512102
9753,LY,20,753,16.61690225,36.23536055
10753,GR,21,753,27.30060568,41.24770419
11753,EG,22,753,34.87208197,33.66584156
12753,GE,23,753,48.35916954,44.78416446
13753,KW,24,753,51.45503148,32.90867416
14753,TM,25,753,61.99282422,41.18775543
15753,UZ,26,753,72.87740643,44.38028657
16753,RU,27,753,74.97475957,53.68204014
17753,YE,28,753,47.78571249,19.35931732
18753,MU,29,753,62.27146236,27.43476949
19753,PK,30,753,76.65988754,34.9172661
754,UK,11,754,-2.64076234,55.76661523
1754,NO,12,754,14.39205642,61.92343248
2754,FI,13,754,28.50948249,62.20378343
3754,ES,14,754,-0.10950207,43.50820813
4754,FR,15,754,5.95195833,51.50898248
5754,DE,16,754,16.9763682,54.99640203
6754,BY,17,754,31.19349467,56.27637446
7754,IT,18,754,16.10227046,44.92822931
8754,MD,19,754,32.45961327,49.65054066
9754,LY,20,754,16.6431026,36.2171914
10754,GR,21,754,27.32680603,41.23076763
11754,EG,22,754,34.89828231,33.64709388
12754,GE,23,754,48.38536989,44.76817612
13754,KW,24,754,51.48123182,32.88976314
14754,TM,25,754,62.01902456,41.17080334
15754,UZ,26,754,72.90360677,44.36418679
16754,RU,27,754,75.00095992,53.66869836
17754,YE,28,754,47.81191283,19.33806632
18754,MU,29,754,62.2976627,27.41477761
19754,PK,30,754,76.68608789,34.89879553
755,UK,11,755,-2.61470389,55.75385016
1755,NO,12,755,14.41811487,61.91275289
2755,FI,13,755,28.53554094,62.19320193
3755,ES,14,755,-0.08344362,43.49175147
4755,FR,15,755,5.97801678,51.49486
5755,DE,16,755,17.00242665,54.98338595
6755,BY,17,755,31.21955312,56.26377678
7755,IT,18,755,16.12832891,44.91216476
8755,MD,19,755,32.48567172,49.63584972
9755,LY,20,755,16.66916105,36.19888567
10755,GR,21,755,27.35286448,41.2137033
11755,EG,22,755,34.92434076,33.62820555
12755,GE,23,755,48.41142834,44.75206688
13755,KW,24,755,51.50729028,32.87071033
14755,TM,25,755,62.04508301,41.15372337
15755,UZ,26,755,72.92966523,44.34796529
16755,RU,27,755,75.02701837,53.65525515
17755,YE,28,755,47.83797128,19.31665777
18755,MU,29,755,62.32372116,27.39463649
19755,PK,30,755,76.71214634,34.88018626
756,UK,11,756,-2.58878835,55.74098908
1756,NO,12,756,14.4440304,61.90199275
2756,FI,13,756,28.56145648,62.1825406
3756,ES,14,756,-0.05752808,43.47517195
4756,FR,15,756,6.00393232,51.48063157
5756,DE,16,756,17.02834219,54.97027203
6756,BY,17,756,31.24546866,56.25108433
7756,IT,18,756,16.15424445,44.89598017
8756,MD,19,756,32.51158725,49.62104866
9756,LY,20,756,16.69507659,36.18044399
10756,GR,21,756,27.37878001,41.19651178
11756,EG,22,756,34.9502563,33.60917722
12756,GE,23,756,48.43734387,44.73583727
13756,KW,24,756,51.53320581,32.8515164
14756,TM,25,756,62.07099855,41.1365161
15756,UZ,26,756,72.95558076,44.33162263
16756,RU,27,756,75.05293391,53.64171096
17756,YE,28,756,47.86388682,19.29509247
18756,MU,29,756,62.34963669,27.37434685
19756,PK,30,756,76.73806188,34.86143894
757,UK,11,757,-2.56301675,55.72803241
1757,NO,12,757,14.469802,61.89115239
2757,FI,13,757,28.58722808,62.17179979
3757,ES,14,757,-0.03175648,43.45847013
4757,FR,15,757,6.02970391,51.46629764
5757,DE,16,757,17.05411378,54.95706067
6757,BY,17,757,31.27124026,56.23829752
7757,IT,18,757,16.18001605,44.87967608
8757,MD,19,757,32.53735885,49.60613799
9757,LY,20,757,16.72084818,36.16186701
10757,GR,21,757,27.40455161,41.17919365
11757,EG,22,757,34.9760279,33.59000956
12757,GE,23,757,48.46311547,44.71948785
13757,KW,24,757,51.55897741,32.832182
14757,TM,25,757,62.09677014,41.11918211
15757,UZ,26,757,72.98135236,44.31515934
16757,RU,27,757,75.0787055,53.62806621
17757,YE,28,757,47.88965841,19.27337119
18757,MU,29,757,62.37540829,27.3539094
19757,PK,30,757,76.76383347,34.8425542
758,UK,11,758,-2.53739011,55.71498057
1758,NO,12,758,14.49542864,61.88023217
2758,FI,13,758,28.61285472,62.16097983
3758,ES,14,758,-0.00612984,43.44164657
4758,FR,15,758,6.05533056,51.45185867
5758,DE,16,758,17.07974042,54.94375231
6758,BY,17,758,31.2968669,56.22541676
7758,IT,18,758,16.20564269,44.86325303
8758,MD,19,758,32.56298549,49.59111818
9758,LY,20,758,16.74647482,36.14315536
10758,GR,21,758,27.43017825,41.16174949
11758,EG,22,758,35.00165454,33.57070324
12758,GE,23,758,48.48874211,44.70301914
13758,KW,24,758,51.58460405,32.81270782
14758,TM,25,758,62.12239679,41.10172198
15758,UZ,26,758,73.006979,44.29857598
16758,RU,27,758,75.10433214,53.61432136
17758,YE,28,758,47.91528506,19.25149474
18758,MU,29,758,62.40103493,27.33332489
19758,PK,30,758,76.78946011,34.82353271
759,UK,11,759,-2.51190943,55.70183399
1759,NO,12,759,14.52090932,61.86923242
2759,FI,13,759,28.6383354,62.15008106
3759,ES,14,759,0.01935084,43.42470184
4759,FR,15,759,6.08081124,51.43731516
5759,DE,16,759,17.1052211,54.93034739
6759,BY,17,759,31.32234758,56.21244247
7759,IT,18,759,16.23112337,44.84671157
8759,MD,19,759,32.58846617,49.57598974
9759,LY,20,759,16.7719555,36.12430968
10759,GR,21,759,27.45565893,41.1441799
11759,EG,22,759,35.02713522,33.55125892
12759,GE,23,759,48.51422279,44.68643171
13759,KW,24,759,51.61008473,32.79309454
14759,TM,25,759,62.14787747,41.08413631
15759,UZ,26,759,73.03245968,44.2818731
16759,RU,27,759,75.12981282,53.60047684
17759,YE,28,759,47.94076574,19.22946393
18759,MU,29,759,62.42651561,27.31259403
19759,PK,30,759,76.81494079,34.80437511
760,UK,11,760,-2.48657572,55.68859308
1760,NO,12,760,14.54624303,61.8581535
2760,FI,13,760,28.66366911,62.13910385
3760,ES,14,760,0.04468455,43.4076365
4760,FR,15,760,6.10614495,51.42266756
5760,DE,16,760,17.13055482,54.91684634
6760,BY,17,760,31.34768129,56.19937507
7760,IT,18,760,16.25645708,44.83005226
8760,MD,19,760,32.61379988,49.56075316
9760,LY,20,760,16.79728922,36.10533063
10760,GR,21,760,27.48099265,41.12648547
11760,EG,22,760,35.05246893,33.53167729
12760,GE,23,760,48.53955651,44.66972612
13760,KW,24,760,51.63541844,32.77334283
14760,TM,25,760,62.17321118,41.0664257
15760,UZ,26,760,73.05779339,44.26505127
16760,RU,27,760,75.15514654,53.58653312
17760,YE,28,760,47.96609945,19.20727956
18760,MU,29,760,62.45184932,27.29171758
19760,PK,30,760,76.84027451,34.78508209
761,UK,11,761,-2.46138997,55.67525829
1761,NO,12,761,14.57142878,61.84699576
2761,FI,13,761,28.68885486,62.12804853
3761,ES,14,761,0.0698703,43.39045114
4761,FR,15,761,6.13133069,51.40791637
5761,DE,16,761,17.15574056,54.90324959
6761,BY,17,761,31.37286704,56.18621498
7761,IT,18,761,16.28164283,44.81327565
8761,MD,19,761,32.63898563,49.54540895
9761,LY,20,761,16.82247496,36.08621886
10761,GR,21,761,27.50617839,41.10866681
11761,EG,22,761,35.07765468,33.51195903
12761,GE,23,761,48.56474225,44.65290292
13761,KW,24,761,51.66060419,32.7534534
14761,TM,25,761,62.19839692,41.04859073
15761,UZ,26,761,73.08297914,44.24811105
16761,RU,27,761,75.18033228,53.57249065
17761,YE,28,761,47.99128519,19.18494245
18761,MU,29,761,62.47703507,27.27069626
19761,PK,30,761,76.86546025,34.7656543
762,UK,11,762,-2.43635318,55.66183003
1762,NO,12,762,14.59646557,61.83575957
2762,FI,13,762,28.71389164,62.11691546
3762,ES,14,762,0.09490708,43.37314633
4762,FR,15,762,6.15636748,51.39306206
5762,DE,16,762,17.18077735,54.88955759
6762,BY,17,762,31.39790383,56.17296263
7762,IT,18,762,16.30667962,44.79638231
8762,MD,19,762,32.66402242,49.52995762
9762,LY,20,762,16.84751175,36.06697504
10762,GR,21,762,27.53121518,41.09072451
11762,EG,22,762,35.10269147,33.49210482
12762,GE,23,762,48.58977904,44.63596267
13762,KW,24,762,51.68564098,32.73342693
14762,TM,25,762,62.22343371,41.03063204
15762,UZ,26,762,73.10801593,44.231053
16762,RU,27,762,75.20536907,53.55834989
17762,YE,28,762,48.01632198,19.16245342
18762,MU,29,762,62.50207186,27.24953084
19762,PK,30,762,76.89049704,34.74609242
763,UK,11,763,-2.41146634,55.64830876
1763,NO,12,763,14.62135241,61.82444528
2763,FI,13,763,28.73877849,62.105705
3763,ES,14,763,0.11979393,43.35572265
4763,FR,15,763,6.18125433,51.37810513
5763,DE,16,763,17.20566419,54.87577079
6763,BY,17,763,31.42279067,56.15961846
7763,IT,18,763,16.33156646,44.7793728
8763,MD,19,763,32.68890926,49.51439967
9763,LY,20,763,16.87239859,36.04759982
10763,GR,21,763,27.55610202,41.0726592
11763,EG,22,763,35.12757831,33.47211536
12763,GE,23,763,48.61466588,44.61890595
13763,KW,24,763,51.71052782,32.71326413
14763,TM,25,763,62.24832056,41.01255021
15763,UZ,26,763,73.13290277,44.21387771
16763,RU,27,763,75.23025591,53.5441113
17763,YE,28,763,48.04120883,19.13981331
18763,MU,29,763,62.5269587,27.22822208
19763,PK,30,763,76.91538388,34.72639713
764,UK,11,764,-2.38673042,55.63469491
1764,NO,12,764,14.64608833,61.81305325
2764,FI,13,764,28.76351441,62.0944175
3764,ES,14,764,0.14452985,43.3381807
4764,FR,15,764,6.20599025,51.36304608
5764,DE,16,764,17.23040011,54.86188964
6764,BY,17,764,31.44752659,56.14618288
7764,IT,18,764,16.35630238,44.7622477
8764,MD,19,764,32.71364518,49.49873563
9764,LY,20,764,16.89713451,36.02809388
10764,GR,21,764,27.58083794,41.05447147
11764,EG,22,764,35.15231423,33.45199134
12764,GE,23,764,48.6394018,44.60173333
13764,KW,24,764,51.73526374,32.69296571
14764,TM,25,764,62.27305648,40.99434587
15764,UZ,26,764,73.15763869,44.19658575
16764,RU,27,764,75.25499183,53.52977534
17764,YE,28,764,48.06594475,19.11702293
18764,MU,29,764,62.55169462,27.20677072
19764,PK,30,764,76.9401198,34.70656912
765,UK,11,765,-2.3621464,55.62098892
1765,NO,12,765,14.67067235,61.80158385
